Titre,Vendeur,Acheteurs,Notes,Date Dernier Avis,Catégorie,Sous-Catégorie,Mots Clés,Lien
تعليق صوتي بأسلوب تفاعلي وأداء فخم وجودة ممتازة,عمر س.,1,1,منذ 6 أشهر و13 يوم,صوتيات,تعليق صوتي,"تسجيل, صوتي, تعليق, تعليق صوتي, voiceover",https://khamsat.com/audio/male-voice-over/3022287-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A8%D8%A3%D8%B3%D9%84%D9%88%D8%A8-%D8%AA%D9%81%D8%A7%D8%B9%D9%84%D9%8A-%D9%88%D8%A3%D8%AF%D8%A7%D8%A1-%D9%81%D8%AE%D9%85-%D9%88%D8%AC%D9%88%D8%AF%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9
تعليق صوتي عربي احترافي للإعلانات,.Oussama El Montassir Billah H,145,106,منذ 21 يوم وساعة,صوتيات,تعليق صوتي,"رد آلي, تعليق صوتي, voice over, معلق صوتي, voiceover",https://khamsat.com/audio/male-voice-over/2492492-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%B9%D8%B1%D8%A8%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%84%D9%84%D8%A5%D8%B9%D9%84%D8%A7%D9%86%D8%A7%D8%AA
تعليق صوتي سعودي احترافي للموشن جرافيك وفيديوهات الدعاية,.Omaima H,44,35,منذ 3 أشهر ويوم,صوتيات,تعليق صوتي,"تعليق صوتي, معلقة صوتية, تعليق صوتي موشن جرافيك",https://khamsat.com/audio/female-voice-over/2400741-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%B3%D8%B9%D9%88%D8%AF%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%84%D9%84%D9%85%D9%88%D8%B4%D9%86-%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83-%D9%88%D9%81%D9%8A%D8%AF%D9%8A%D9%88%D9%87%D8%A7%D8%AA-%D8%A7%D9%84%D8%AF%D8%B9%D8%A7%D9%8A%D8%A9
تعليق صوتي احترافي باللهجة الخليجية والفصحى للموشن جرافيك,.Fawzy A,250,218,منذ 24 دقيقة,صوتيات,تعليق صوتي,"صوت, تسجيل, سعودي, معلق, موشن",https://khamsat.com/audio/male-voice-over/2189117-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%A8%D8%A7%D9%84%D9%84%D9%87%D8%AC%D8%A9-%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%81%D8%B5%D8%AD%D9%89-%D9%84%D9%84%D9%85%D9%88%D8%B4%D9%86-%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83
تعليق صوتي احترافي بلهجة خليجية,بهاء ي.,8,6,منذ شهرين و26 يوم,صوتيات,تعليق صوتي,"إعلان, سعودي, خليجي, معلق صوتي, فويس اوفر",https://khamsat.com/audio/male-voice-over/2769938-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%A8%D9%84%D9%87%D8%AC%D8%A9-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A%D8%A9
تعليق صوتي احترافي باللغة الإنجليزية,.Hamza A,40,32,منذ شهر و22 يوم,صوتيات,تعليق صوتي,"جرافيك, صوتي, تعليق, أوفر, فويس",https://khamsat.com/audio/male-voice-over/1607788-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%A8%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%A5%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9
تسجيل قرآن بصوت رائع وأحكام ممتازة ومقامات متنوعة,.Mahmod H,7,6,منذ 3 أشهر و28 يوم,صوتيات,تعليق صوتي,"صوت, تسجيل, رائع, التجويد, الحروف, سور, القران, أحكام, مخارج",https://khamsat.com/audio/male-voice-over/1966962-%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D9%82%D8%B1%D8%A2%D9%86-%D8%A8%D8%B5%D9%88%D8%AA-%D8%B1%D8%A7%D8%A6%D8%B9-%D9%88%D8%A3%D8%AD%D9%83%D8%A7%D9%85-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9-%D9%88%D9%85%D9%82%D8%A7%D9%85%D8%A7%D8%AA-%D9%85%D8%AA%D9%86%D9%88%D8%B9%D8%A9
تعليق وتسجيل صوتي احترافي باللهجة الخليجية للموشن جرافيك,.Sumaiya A,21,12,منذ شهرين و21 يوم,صوتيات,تعليق صوتي,"تسجيل, صوتي, سعودي, خليجي, voice over",https://khamsat.com/audio/female-voice-over/2722614-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D9%88%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%A8%D8%A7%D9%84%D9%84%D9%87%D8%AC%D8%A9-%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%D9%8A%D8%A9-%D9%84%D9%84%D9%85%D9%88%D8%B4%D9%86-%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83
تسجيل صوتي احترافي اعلان لعدة شركات,احمد ا.,63,45,منذ 27 يوم و5 ساعات,صوتيات,تعليق صوتي,"اعلان, صوتيات, موشن جرافيك, تعليق صوتى, التعليق الصوتي",https://khamsat.com/audio/male-voice-over/2590619-%D8%AA%D8%B3%D8%AC%D9%8A%D9%84-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%A7%D8%B9%D9%84%D8%A7%D9%86-%D9%84%D8%B9%D8%AF%D8%A9-%D8%B4%D8%B1%D9%83%D8%A7%D8%AA
تعليق صوتي خليجي ل فيديو موشن جرافيك,.Rami A,47,35,منذ 5 أشهر و3 ساعات,صوتيات,تعليق صوتي,"اعلانات تجارية, موشن جرافيك, تعليق صوتي, معلق صوتي, فويس اوفر",https://khamsat.com/audio/male-voice-over/2457701-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D9%84-%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%85%D9%88%D8%B4%D9%86-%D8%AC%D8%B1%D8%A7%D9%81%D9%8A%D9%83
تعليق صوتي باللهجة السعودية,حامد م.,281,208,منذ يوم وساعة,صوتيات,تعليق صوتي,"صوتي, صوتية, تعليق, سعودي, فصحى",https://khamsat.com/audio/male-voice-over/2554787-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A8%D8%A7%D9%84%D9%84%D9%87%D8%AC%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9
تعليق صوتي احترافي مع الهندسة الصوتية,.Nour A,19,16,منذ 20 يوم و5 ساعات,صوتيات,تعليق صوتي,"هندسة صوتية, قصص أطفال, تعليق صوتي, كتب صوتية",https://khamsat.com/audio/female-voice-over/2442457-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D9%85%D8%B9-%D8%A7%D9%84%D9%87%D9%86%D8%AF%D8%B3%D8%A9-%D8%A7%D9%84%D8%B5%D9%88%D8%AA%D9%8A%D8%A9
أُقدم لك تعليق صوتي نسائي باللهجة السعودية الإماراتية,.Alshimaa M,73,55,منذ شهر ويوم,صوتيات,تعليق صوتي,"عربية, السعودية, نسائي, تعليق صوتي, معلقة صوتية",https://khamsat.com/audio/female-voice-over/2749657-%D8%A3%D9%82%D8%AF%D9%85-%D9%84%D9%83-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D9%86%D8%B3%D8%A7%D8%A6%D9%8A-%D8%A8%D8%A7%D9%84%D9%84%D9%87%D8%AC%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D8%A7%D9%84%D8%A5%D9%85%D8%A7%D8%B1%D8%A7%D8%AA%D9%8A%D8%A9
تمثيل صوتي للإنمي وللرسوم المتحركة بالفصحى,سامح د.,5,5,منذ 10 أيام و17 ساعة,صوتيات,تعليق صوتي,"صوتي, تعليق, التعليق, المتحركة, الصوتي, أوفر, فويس, تمثيل, اوفر, للرسوم",https://khamsat.com/audio/male-voice-over/2271256-%D8%AA%D9%85%D8%AB%D9%8A%D9%84-%D8%B5%D9%88%D8%AA%D9%8A-%D9%84%D9%84%D8%A5%D9%86%D9%85%D9%8A-%D9%88%D9%84%D9%84%D8%B1%D8%B3%D9%88%D9%85-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%B1%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%81%D8%B5%D8%AD%D9%89
تعليق صوتي أنثوي بالفصحى والخليجي والمصري والشامي,وئام ع.,23,17,منذ يوم و21 ساعة,صوتيات,تعليق صوتي,"خليجي, معلق, voice, تعليق صوتي, فويس اوفر",https://khamsat.com/audio/female-voice-over/2971627-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A3%D9%86%D8%AB%D9%88%D9%8A-%D8%A8%D8%A7%D9%84%D9%81%D8%B5%D8%AD%D9%89-%D9%88%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%D9%8A-%D9%88%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D9%88%D8%A7%D9%84%D8%B4%D8%A7%D9%85%D9%8A
تعليق صوتي نسائي,.Tasnim A,14,9,منذ شهر و8 أيام,صوتيات,تعليق صوتي,"صوت, خدمة, الرد, تعليق, نسائي",https://khamsat.com/audio/female-voice-over/2588105-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D9%86%D8%B3%D8%A7%D8%A6%D9%8A
تمثيل صوتي للإنمي وللرسوم المتحركة بالفصحى,سامح د.,5,5,منذ 10 أيام و17 ساعة,صوتيات,تعليق صوتي,"صوتي, تعليق, التعليق, المتحركة, الصوتي, أوفر, فويس, تمثيل, اوفر, للرسوم",https://khamsat.com/audio/male-voice-over/2271256-%D8%AA%D9%85%D8%AB%D9%8A%D9%84-%D8%B5%D9%88%D8%AA%D9%8A-%D9%84%D9%84%D8%A5%D9%86%D9%85%D9%8A-%D9%88%D9%84%D9%84%D8%B1%D8%B3%D9%88%D9%85-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%B1%D9%83%D8%A9-%D8%A8%D8%A7%D9%84%D9%81%D8%B5%D8%AD%D9%89
تعليق صوتي احترافي باللهجة السعودية/الخليجية,.Ameen F,32,25,منذ 5 أيام و19 ساعة,صوتيات,تعليق صوتي,"سعودي, خليجي, تعليق صوتي, voice over, موشن غرافيك",https://khamsat.com/audio/male-voice-over/3175977-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%A8%D8%A7%D9%84%D9%84%D9%87%D8%AC%D8%A9-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%D9%8A%D8%A9
تعليق صوتي نسائي لهجة خليجية,.Lamiaa S,206,129,منذ 3 أيام و6 ساعات,صوتيات,تعليق صوتي,"تسجيل, صوتي, تعليق, خليجي, نسائي",https://khamsat.com/audio/female-voice-over/1868928-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D9%86%D8%B3%D8%A7%D8%A6%D9%8A-%D9%84%D9%87%D8%AC%D8%A9-%D8%AE%D9%84%D9%8A%D8%AC%D9%8A%D8%A9
التعليق الصوتي الاحترافي باللغة العربية والانجليزية,.Dina F,59,52,منذ 20 يوم و23 ساعة,صوتيات,تعليق صوتي,"العربية, الانجليزية, صوت, اللغة, صوتي",https://khamsat.com/audio/female-voice-over/1700029-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%A7%D9%84%D8%B5%D9%88%D8%AA%D9%8A-%D8%A7%D9%84%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%A8%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%A7%D9%86%D8%AC%D9%84%D9%8A%D8%B2%D9%8A%D8%A9
تعليق صوتي نسائي,.Tasnim A,14,9,منذ شهر و8 أيام,صوتيات,تعليق صوتي,"صوت, خدمة, الرد, تعليق, نسائي",https://khamsat.com/audio/female-voice-over/2588105-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D9%86%D8%B3%D8%A7%D8%A6%D9%8A
تقديم تعليق صوتى بلهجات متعدده مصرى فصحى سعودى كويتى,.Noura R,3,3,منذ 8 أيام و18 ساعة,صوتيات,تعليق صوتي,"اعلانات, الهندسة الصوتية, تعليق صوتى",https://khamsat.com/audio/male-voice-over/3152023-%D8%AA%D9%82%D8%AF%D9%8A%D9%85-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%89-%D8%A8%D9%84%D9%87%D8%AC%D8%A7%D8%AA-%D9%85%D8%AA%D8%B9%D8%AF%D8%AF%D9%87-%D9%85%D8%B5%D8%B1%D9%89-%D9%81%D8%B5%D8%AD%D9%89-%D8%B3%D8%B9%D9%88%D8%AF%D9%89-%D9%83%D9%88%D9%8A%D8%AA%D9%89
التعليق الصوتي بالعربية الفصحى و المحلية الاماراتية,محمد ا.,2,2,منذ شهر و15 يوم,صوتيات,تعليق صوتي,"عربي, صوتي, التعليق, تعليق صوتي, voiceover",https://khamsat.com/audio/male-voice-over/3272477-%D8%A7%D9%84%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%A7%D9%84%D8%B5%D9%88%D8%AA%D9%8A-%D8%A8%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D8%B5%D8%AD%D9%89-%D9%88-%D8%A7%D9%84%D9%85%D8%AD%D9%84%D9%8A%D8%A9-%D8%A7%D9%84%D8%A7%D9%85%D8%A7%D8%B1%D8%A7%D8%AA%D9%8A%D8%A9
تعليق صوتي احترافي باللغة العربية الفصحى أو اللهجة الخليجية,.Khaled H,239,152,منذ 3 أشهر ويوم,صوتيات,تعليق صوتي,"اعلان, صوت, تسجيل, صوتي, تعليق",https://khamsat.com/audio/male-voice-over/987152-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A7%D8%AD%D8%AA%D8%B1%D8%A7%D9%81%D9%8A-%D8%A8%D8%A7%D9%84%D9%84%D8%BA%D8%A9-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D8%B5%D8%AD%D9%89-%D8%A3%D9%88-%D8%A7%D9%84%D9%84%D9%87%D8%AC%D8%A9-%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%D9%8A%D8%A9
تعليق صوتي باللهجة الخليجية بنبرات منوعة,أسامة ب.,24,21,منذ 3 أشهر ويوم,صوتيات,تعليق صوتي,"تعليق, خليجي, تعليق صوتي, لهجة, الخليجية",https://khamsat.com/audio/male-voice-over/2881857-%D8%AA%D8%B9%D9%84%D9%8A%D9%82-%D8%B5%D9%88%D8%AA%D9%8A-%D8%A8%D8%A7%D9%84%D9%84%D9%87%D8%AC%D8%A9-%D8%A7%D9%84%D8%AE%D9%84%D9%8A%D8%AC%D9%8A%D8%A9-%D8%A8%D9%86%D8%A8%D8%B1%D8%A7%D8%AA-%D9%85%D9%86%D9%88%D8%B9%D8%A9
